GEO_ID,VARIABLE,VARIABLE_NAME,DATE,VALUE,UNIT
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1961-01-01,17275940449.38370000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,558233724160.74200000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1984-01-01,160992928.61325000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1972-01-01,30645121.01276000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,265212941.11646000000,USD
country/MDV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,4754185598.84170000000,USD
country/MDV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1985-01-01,127190757.95999000000,USD
country/MMR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,5633070602.54016000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,19619654770.06790000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1970-01-01,189106529.18865000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,1272360516.62022000000,USD
country/CHN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,8532185615746.62000000000,USD
country/CHN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,272972974764.57400000000,USD
country/MUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,13713505998.03910000000,USD
country/MUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,11518413429.96840000000,USD
country/DEU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2020-01-01,3889668895299.56000000000,USD
country/DEU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1978-01-01,740469983446.93300000000,USD
country/ZWE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,8539700700.00000000000,USD
country/KIR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,66517285.36437000000,USD
country/KIR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,65333678.14997000000,USD
country/KAZ,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,104849915343.55500000000,USD
country/KAZ,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,22152689129.55830000000,USD
country/KAZ,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,18291990619.13700000000,USD
country/FRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,2700887366932.03000000000,USD
country/FRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,84759195105.86930000000,USD
country/GRC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1968-01-01,10090675902.53640000000,USD
country/GRC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,65652750377.45350000000,USD
country/CAN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1962-01-01,42227357845.30090000000,USD
country/CAN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1988-01-01,509379677196.07100000000,USD
country/CAN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,596089064840.24800000000,USD
country/EGY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1976-01-01,13315988083.41610000000,USD
country/EGY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,318678815489.74900000000,USD
country/EGY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1965-01-01,4948667540.41066000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,509795270707.26800000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1991-01-01,407729053018.90700000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,1649622972159.35000000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,2616156606734.51000000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,769333330439.52000000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,258015174748.64800000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1973-01-01,83592275862.99820000000,USD
country/BRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,2472819362259.00000000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1965-01-01,15603032.79564000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1986-01-01,221147073.28265000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1977-01-01,64526398.65825000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1968-01-01,16074027.34959000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1993-01-01,504230588.11420000000,USD
country/MDV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,2345294875.00000000000,USD
country/ASM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,640000000.00000000000,USD
country/MMR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,317816209.97375000000,USD
country/MMR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,29455165594.68590000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,48843005625.03070000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2020-01-01,62982768371.51740000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,52512344033.96250000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,45815005170.61270000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,36693710822.22160000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,10795850584.58740000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,1142315522.19890000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1961-01-01,123134583.65376000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,2516498412.31361000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1984-01-01,637820670.60905000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,996068145.60802000000,USD
country/CHN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1971-01-01,99800597892.56500000000,USD
country/CHN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1968-01-01,70846278963.09280000000,USD
country/CHN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1961-01-01,50056688014.57440000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,1781280170.44296000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,2539551327.48291000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2005-01-01,796938571.96064000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,1547990907.46305000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,2446867582.27133000000,USD
country/VIR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,3565000000.00000000000,USD
country/ZWE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,28371238665.51160000000,USD
country/KIR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,72197928.62236000000,USD
country/KIR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,141045173.61077000000,USD
country/FRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,1503108739159.44000000000,USD
country/FRA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1977-01-01,410279486493.71500000000,USD
country/GRC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1976-01-01,31152835820.89550000000,USD
country/CAN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,1319264809590.97000000000,USD
country/SYC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1980-01-01,156783829.56481000000,USD
country/MDV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,141223029.38306000000,USD
country/MDV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,215043969.84925000000,USD
country/ASM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,509000000.00000000000,USD
country/MMR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,1427209835.80133000000,USD
country/MMR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1961-01-01,584351384.46409000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,6838184772.07869000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2005-01-01,24036918719.33740000000,USD
country/CIV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1960-01-01,546203558.45697000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2020-01-01,2326720902.35741000000,USD
country/CAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,1461859762.62791000000,USD
country/CHN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,2752118542130.40000000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,139174180.99552000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2016-01-01,2158971717.50418000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,1907090361.57887000000,USD
country/VIR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,4089000000.00000000000,USD
country/BTN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,290490986.80187000000,USD
country/SGP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,307998545269.39800000000,USD
country/SGP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,1096425607.35263000000,USD
country/SGP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1967-01-01,1238035814.95225000000,USD
country/SGP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,52131330700.44390000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,3573808550.51292000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,4166072830.02651000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,6031827089.12531000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1965-01-01,176534588.22848000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,5564109988.14744000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,3762859109.39532000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,5877997996.95253000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1989-01-01,2731683490.22561000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,1234518125.00000000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1980-01-01,1250242107.87969000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,4323339212.22810000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1976-01-01,527936988.79128000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,11091467513.71090000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1972-01-01,295118249.32493000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,3958227428.44513000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2016-01-01,11667976402.76300000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1974-01-01,376094108.47533000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1984-01-01,1101828568.76804000000,USD
country/MLT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,9090376446.46258000000,USD
country/PYF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,6080359305.28965000000,USD
country/BGR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,16403043849.82970000000,USD
country/BGR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,44432811756.47310000000,USD
country/SUR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1991-01-01,448100000.00000000000,USD
country/SUR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,834279357.79817000000,USD
country/SUR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,5126238146.34146000000,USD
country/SUR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1964-01-01,134400000.00000000000,USD
country/SLV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,21990960000.00000000000,USD
country/SLV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,10221705900.00000000000,USD
country/SLV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1986-01-01,3771663200.00000000000,USD
country/SLV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2016-01-01,24191430000.00000000000,USD
country/SLV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,13724810900.00000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,1312426527795.21000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1973-01-01,175492055795.41700000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,2141924094298.57000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1960-01-01,40385288344.19110000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,1270052525928.40000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1972-01-01,145260039840.63700000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,1174662070605.02000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,1168023426056.38000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,1836637711060.55000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,2114355756913.92000000000,USD
country/ITA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,2213102482751.46000000000,USD
country/LTU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,22627507451.56480000000,USD
country/LTU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,39697891351.94310000000,USD
country/LTU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,47758736931.78050000000,USD
country/LTU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2005-01-01,26097677571.83730000000,USD
country/MNE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,5542053845.29274000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2016-01-01,2644487777.23693000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,972896267.91543000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,165444571.26313000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1968-01-01,183199999.81680000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1984-01-01,987143931.16699000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,2451606631.76696000000,USD
country/BDI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,876794723.06859000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,5489608299.66445000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,15470087926.24840000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,1172230575.57996000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1971-01-01,127448656.12561000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1979-01-01,819870595.11154000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1994-01-01,4259258810.89328000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1970-01-01,96243298.13938000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2020-01-01,14960291540.52830000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1972-01-01,164460827.50661000000,USD
country/BWA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1960-01-01,30411418.67883000000,USD
country/GHA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1967-01-01,1747187644.90310000000,USD
country/GHA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,6932984635.63200000000,USD
country/GHA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,62824629066.04080000000,USD
country/GHA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,4982849054.02910000000,USD
country/GHA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,26048726185.67460000000,USD
country/GHA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,4035994397.75910000000,USD
country/SXM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,1022905027.93296000000,USD
country/ABW,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1999-01-01,1722905027.93296000000,USD
country/ABW,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,1379888268.15642000000,USD
country/ABW,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,3276187709.49721000000,USD
country/ABW,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,958659217.87710000000,USD
country/ABW,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,2469832402.23464000000,USD
country/NER,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,3394084731.48601000000,USD
country/NER,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,9683867926.72766000000,USD
country/NER,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,8772950783.02414000000,USD
country/NER,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,3760443735.45875000000,USD
country/NER,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1984-01-01,1461243326.83775000000,USD
